,publicid_channel,ncalls_B,ncalls_A,delta_ncalls,energy_B,energy_A,delta_energy,publicid,Channel,depth,magnitude,DistOrigin,Energy,Datetime,DOY
41,2016p205021_3,3,1,-2,-14.33833333,-20.156,-5.817666667,NA,NA,NA,NA,NA,NA,NA,NA
42,2016p205021_4,55,9,-46,-13.24641818,-14.96188889,-1.715470707,2016p205021,4,12,3.039768495,210154.5122,7.103,3/16/2016 20:36,76
43,2016p205021_5,13,11,-2,-13.33515385,-13.69536364,-0.36020979,2016p205021,5,12,3.039768495,252999.8497,6.362,3/16/2016 20:37,76
44,2016p219547_2,7,75,68,-17.25157143,-14.46585333,2.785718095,2016p219547,2,23.984375,3.780000638,270808.325,8.23,3/22/2016 5:36,82
45,2016p219547_3,31,137,106,-11.15177419,-13.91451825,-2.762744055,2016p219547,3,23.984375,3.780000638,227156.711,7.958,3/16/2016 20:36,76
46,2016p219547_3,31,137,106,-11.15177419,-13.91451825,-2.762744055,2016p219547,3,23.984375,3.780000638,227156.711,15.408,3/22/2016 5:36,82
47,2016p219547_5,2,17,15,-8.7285,-8.697294118,0.031205882,2016p219547,5,23.984375,3.780000638,251621.3566,8.609,3/22/2016 5:36,82
48,2016p223944_1,4,1,-3,-16.32075,-13.175,3.14575,2016p223944,1,27.1484375,3.439265874,150947.7322,12.821,3/23/2016 20:39,83
49,2016p223944_2,6,7,1,-18.42716667,-16.30871429,2.118452381,2016p223944,2,27.1484375,3.439265874,111000.9125,17.998,3/23/2016 20:39,83
50,2016p223944_3,58,124,66,-8.312706897,-7.084887097,1.2278198,2016p223944,3,27.1484375,3.439265874,152070.8755,22.021,3/23/2016 20:39,83
51,2016p223944_4,15,8,-7,-10.03146667,-10.482625,-0.451158333,2016p223944,4,27.1484375,3.439265874,192671.2751,13.739,3/23/2016 20:39,83
52,2016p242416_2,14,23,9,-17.74357143,-16.20104348,1.54252795,NA,NA,NA,NA,NA,NA,NA,NA
53,2016p242416_3,238,76,-162,-8.661268908,-5.519868421,3.141400487,2016p242416,3,12.38349438,3.134148491,199400.1006,5.654,3/30/2016 16:41,90
54,2016p242416_4,8,9,1,-10.759625,-12.71044444,-1.950819444,2016p242416,4,12.38349438,3.134148491,217972.0254,6.87,3/30/2016 16:41,90
55,2016p242416_5,9,24,15,-17.93422222,-17.08270833,0.851513889,2016p242416,5,12.38349438,3.134148491,292272.5606,3.477,3/30/2016 16:41,90
56,2016p263259_1,5,10,5,-14.4578,-15.8758,-1.418,NA,NA,NA,NA,NA,NA,NA,NA
57,2016p263259_2,1,1,0,-9.662,-15.328,-5.666,2016p263259,2,9.487145424,3.247858798,168682.2442,9.813,4/7/2016 9:46,98
58,2016p263259_3,14,0,-14,-12.06614286,NA,NA,2016p263259,3,9.487145424,3.247858798,116440.4611,23.695,4/7/2016 9:45,98
59,2016p263259_5,88,79,-9,-13.80319318,-11.91041772,1.89277546,NA,NA,NA,NA,NA,NA,NA,NA
60,2016p283637_1,6,3,-3,-15.887,-16.487,-0.6,2016p283637,1,147.9259491,3.485644509,127379.0905,10.548,4/14/2016 22:44,105
61,2016p283637_2,67,135,68,-15.48729851,-12.43308148,3.054217026,2016p283637,2,147.9259491,3.485644509,84807.70214,18.972,4/14/2016 22:44,105
62,2016p283637_3,59,55,-4,-4.035898305,-0.829727273,3.206171032,2016p283637,3,147.9259491,3.485644509,130106.9145,27.881,4/14/2016 22:44,105
63,2016p283637_4,85,117,32,-6.523023529,-4.64482906,1.87819447,2016p283637,4,147.9259491,3.485644509,164195.5754,25.738,4/14/2016 22:44,105
64,2016p283637_5,1,4,3,-16.047,-19.613,-3.566,2016p283637,5,147.9259491,3.485644509,236937.4491,10.404,4/14/2016 22:44,105
65,2016p300395_2,86,119,33,-19.64955814,-18.17977311,1.46978503,2016p300395,2,199.8073578,3.025388765,133681.9697,7.277,4/21/2016 3:31,112
66,2016p300395_3,146,134,-12,-4.929239726,-0.843731343,4.085508383,2016p300395,3,199.8073578,3.025388765,179684.8755,16.541,4/21/2016 3:31,112
67,2016p300395_4,53,41,-12,-15.49407547,-15.95995122,-0.465875748,2016p300395,4,199.8073578,3.025388765,209368.406,10.765,4/21/2016 3:31,112
68,2016p303279_2,61,69,8,-18.93703279,-19.00205797,-0.065025184,2016p303279,2,22.19772911,3.052875824,84064.48867,16.186,4/22/2016 5:08,113
69,2016p303279_3,109,213,104,-8.46333945,-7.608183099,0.855156351,2016p303279,3,22.19772911,3.052875824,122475.5753,19.984,4/22/2016 5:08,113
70,2016p303279_4,14,54,40,-17.91792857,-17.02948148,0.88844709,2016p303279,4,22.19772911,3.052875824,168073.7581,11.594,4/22/2016 5:08,113
71,2016p303279_5,4,0,-4,-19.622,NA,NA,2016p303279,5,22.19772911,3.052875824,249104.1541,6.235,4/22/2016 5:08,113
72,2016p316432_2,52,145,93,-20.15363462,-16.72184138,3.431793236,2016p316432,2,93.63026428,3.333907955,27610.69922,21.699,4/27/2016 1:57,118
73,2016p316432_3,171,204,33,-12.24821053,-8.121387255,4.126823271,2016p316432,3,93.63026428,3.333907955,58510.52381,26.861,4/27/2016 1:57,118
74,2016p316432_4,44,109,65,-15.79843182,-9.672385321,6.126046497,2016p316432,4,93.63026428,3.333907955,111409.2048,18.758,4/27/2016 1:57,118
75,2016p316432_5,1,1,0,-19.6,-18.477,1.123,2016p316432,5,93.63026428,3.333907955,206862.1918,8.263,4/27/2016 1:57,118
76,2016p336534_1,17,41,24,-14.48141176,-11.7707561,2.710655667,NA,NA,NA,NA,NA,NA,NA,NA
77,2016p336534_3,4,58,54,-10.28275,-8.905396552,1.377353448,2016p336534,3,194.5833435,3.106123037,87084.76612,22.862,5/4/2016 12:26,125
78,2016p336534_4,46,59,13,-4.406086957,-4.185322034,0.220764923,2016p336534,4,194.5833435,3.106123037,71914.11266,17.774,5/4/2016 12:26,125
79,2016p336534_5,19,18,-1,-13.82410526,-14.17483333,-0.35072807,2016p336534,5,194.5833435,3.106123037,142799.391,6.383,5/4/2016 12:26,125
80,2016p337803_1,142,49,-93,-9.042753521,-12.28797959,-3.245226071,NA,NA,NA,NA,NA,NA,NA,NA
81,2016p337803_2,53,132,79,-11.93349057,-4.431818182,7.501672384,2016p337803,2,21.90081215,3.053528429,116851.966,17.545,5/4/2016 23:42,125
82,2016p337803_3,90,32,-58,-4.600066667,-10.20596875,-5.605902083,2016p337803,3,21.90081215,3.053528429,65221.68039,32.155,5/4/2016 23:42,125
83,2016p337803_4,78,188,110,-6.574012821,-8.110930851,-1.536918031,2016p337803,4,21.90081215,3.053528429,127715.8336,16.731,5/4/2016 23:42,125
84,2016p337803_5,78,29,-49,-11.72814103,-14.57224138,-2.844100354,NA,NA,NA,NA,NA,NA,NA,NA
85,2016p361097_1,266,199,-67,-9.792398496,-11.49099497,-1.698596479,NA,NA,NA,NA,NA,NA,NA,NA
86,2016p361097_2,63,89,26,-11.9512381,-9.758685393,2.192552702,2016p361097,2,11.22273731,3.035207333,131001.6224,15.918,5/13/2016 14:33,134
87,2016p361097_3,116,137,21,-9.746706897,-8.427832117,1.31887478,2016p361097,3,11.22273731,3.035207333,163163.4538,14.418,5/13/2016 14:33,134
88,2016p361097_4,6,31,25,-10.389,-12.68551613,-2.296516129,2016p361097,4,11.22273731,3.035207333,215922.312,9.657,5/13/2016 14:33,134
89,2016p361097_5,33,7,-26,-17.25954545,-16.05214286,1.207402597,NA,NA,NA,NA,NA,NA,NA,NA
90,2016p389145_1,18,12,-6,-7.329444444,-6.302833333,1.026611111,2016p389145,1,75.84237671,3.230236853,159012.1864,18.847,5/23/2016 23:37,144
91,2016p389145_2,60,13,-47,-19.32118333,-17.08838462,2.232798718,2016p389145,2,75.84237671,3.230236853,48252.37984,27.05,5/23/2016 23:37,144
92,2016p389145_3,99,11,-88,-2.66469697,-4.119363636,-1.454666667,2016p389145,3,75.84237671,3.230236853,25861.94252,31.722,5/23/2016 23:36,144
93,2016p389145_4,49,9,-40,-14.82126531,-9.567444444,5.253820862,2016p389145,4,75.84237671,3.230236853,57216.03138,31.908,5/23/2016 23:37,144
94,2016p397820_1,166,73,-93,-13.67640361,-11.94315068,1.73325293,2016p397820,1,135.8382874,3.421201313,249864.9647,9.165,5/27/2016 4:39,148
95,2016p397820_2,142,92,-50,-14.57145775,-12.11945652,2.452001225,NA,NA,NA,NA,NA,NA,NA,NA
96,2016p397820_3,12,60,48,-15.50375,-12.37475,3.129,2016p397820,3,135.8382874,3.421201313,164071.1261,19.86,5/27/2016 4:39,148
97,2016p397820_4,65,152,87,-12.28750769,-15.40803289,-3.120525202,2016p397820,4,135.8382874,3.421201313,116319.9556,17.953,5/27/2016 4:39,148
98,2016p397820_5,184,76,-108,-16.74620652,-16.84323684,-0.09703032,2016p397820,5,135.8382874,3.421201313,144110.2255,9.576,5/27/2016 4:39,148
99,2016p418574_1,1,18,17,-19.172,-13.89572222,5.276277778,NA,NA,NA,NA,NA,NA,NA,NA
100,2016p418574_2,7,17,10,-25.11457143,-15.69970588,9.414865546,2016p418574,2,189.222641,3.42426739,47563.18009,10.413,6/3/2016 20:57,155
101,2016p418574_3,8,17,9,-23.132375,-15.47676471,7.655610294,2016p418574,3,189.222641,3.42426739,97148.75627,19.722,6/3/2016 20:57,155
102,2016p418574_4,37,32,-5,-17.3722973,-9.6950625,7.677234797,2016p418574,4,189.222641,3.42426739,92944.89633,16.376,6/3/2016 20:57,155
103,2016p418574_5,14,17,3,-20.90585714,-13.77447059,7.131386555,2016p418574,5,189.222641,3.42426739,159016.6728,6.048,6/3/2016 20:57,155
104,2016p427491_1,30,95,65,-11.33876667,-11.26045263,0.078314035,2016p427491,1,85.86700439,3.678503189,136465.2936,22.361,6/7/2016 4:08,159
105,2016p427491_2,34,120,86,-15.45297059,-18.05231667,-2.599346078,2016p427491,2,85.86700439,3.678503189,8029.151108,30.702,6/7/2016 4:08,159
106,2016p427491_4,33,106,73,-3.16130303,-2.693,0.46830303,2016p427491,4,85.86700439,3.678503189,82829.07216,28.822,6/7/2016 4:08,159
107,2016p427491_5,68,59,-9,-10.42597059,-7.85159322,2.574377368,2016p427491,5,85.86700439,3.678503189,180048.4805,15.227,6/7/2016 4:08,159
108,2016p438469_1,14,7,-7,-12.36314286,-13.81285714,-1.449714286,2016p438469,1,13.45981407,3.292279163,172786.9681,10.657,6/11/2016 5:37,163
109,2016p438469_2,34,120,86,-9.596735294,-13.17920833,-3.582473039,2016p438469,2,13.45981407,3.292279163,48546.81839,20.272,6/11/2016 5:36,163
110,2016p438469_3,30,76,46,-7.427366667,-14.01296053,-6.58559386,2016p438469,3,13.45981407,3.292279163,52630.28857,29.016,6/11/2016 5:36,163
111,2016p438469_4,55,102,47,-11.18661818,-14.16452941,-2.97791123,2016p438469,4,13.45981407,3.292279163,123160.7474,14.816,6/11/2016 5:37,163
112,2016p445360_1,3,2,-1,-13.53566667,-17.133,-3.597333333,2016p445360,1,5,3.401255055,180865.3087,10.355,6/13/2016 18:48,165
113,2016p445360_2,27,30,3,-13.58637037,-12.2246,1.36177037,2016p445360,2,5,3.401255055,172697.5883,14.421,6/13/2016 18:48,165
114,2016p445360_3,21,26,5,-15.748,-16.44176923,-0.693769231,2016p445360,3,5,3.401255055,215127.0432,16.313,6/13/2016 18:48,165
115,2016p445360_4,1,2,1,5.525,-1.569,-7.094,NA,NA,NA,NA,NA,NA,NA,NA
116,2016p452435_1,17,23,6,-14.73529412,-13.336,1.399294118,2016p452435,1,16.12910271,3.431327528,198273.4196,11.672,6/16/2016 9:38,168
117,2016p452435_2,99,26,-73,-19.66051515,-17.37346154,2.287053613,2016p452435,2,16.12910271,3.431327528,77569.36961,26.254,6/16/2016 9:38,168
118,2016p452435_3,3,0,-3,-13.72533333,NA,NA,2016p452435,3,16.12910271,3.431327528,73730.85789,39.604,6/16/2016 9:38,168
119,2016p452435_4,125,36,-89,-11.516824,-9.534944444,1.981879556,2016p452435,4,16.12910271,3.431327528,150519.7315,22.354,6/16/2016 9:38,168
120,2016p452435_5,87,41,-46,-15.80336782,-13.80902439,1.994343426,2016p452435,5,16.12910271,3.431327528,253750.7341,8.918,6/16/2016 9:38,168
121,2016p470092_1,67,3,-64,-15.71574627,-16.93433333,-1.218587065,2016p470092,1,25.71006966,3.001803294,166417.7748,12.907,6/22/2016 22:25,174
122,2016p470092_2,100,1,-99,-14.2959,-15.572,-1.2761,2016p470092,2,25.71006966,3.001803294,61977.22876,23.294,6/22/2016 22:25,174
123,2016p470092_3,105,2,-103,-16.09149524,-19.5085,-3.417004762,2016p470092,3,25.71006966,3.001803294,84574.70713,32.528,6/22/2016 22:25,174
124,2016p470092_4,177,19,-158,-5.640983051,-14.51268421,-8.87170116,2016p470092,4,25.71006966,3.001803294,146007.5838,21.138,6/22/2016 22:25,174
125,2016p470092_5,50,18,-32,-17.56576,-15.8285,1.73726,2016p470092,5,25.71006966,3.001803294,240603.1912,9.332,6/22/2016 22:26,174
126,2016p484154_1,8,60,52,-19.937125,-14.37876667,5.558358333,2016p484154,1,64.13944244,3.472038397,181555.77,19.959,6/28/2016 3:18,180
127,2016p484154_2,5,53,48,-16.0328,-17.26343396,-1.230633962,2016p484154,2,64.13944244,3.472038397,53002.43272,28.477,6/28/2016 3:17,180
128,2016p484154_3,1,1,0,-7.815,-8.773,-0.958,2016p484154,3,64.13944244,3.472038397,16297.21611,40.553,6/28/2016 3:17,180
129,2016p484154_4,22,63,41,-11.74190909,-11.87834921,-0.136440115,2016p484154,4,64.13944244,3.472038397,97944.87676,30.824,6/28/2016 3:17,180
130,2016p484154_5,20,60,40,-19.07635,-17.50508333,1.571266667,2016p484154,5,64.13944244,3.472038397,205496.1992,17.642,6/28/2016 3:18,180
